ouid,grade_ranking,season_grade_ranking,recent_win_rate,recent_kill_death_rate,recent_assault_rate,recent_sniper_rate,recent_special_rate,solo_rank_match_tier,solo_rank_match_score,party_rank_match_tier,party_rank_match_score,user_date_create,manner_score,clan_flag
3fa406b1f01251972b9d546fb6a1ef7c,166.0,528.0,83.333328,50.0,51.666664,66.0,64.333336,UNRANK,1797.0,GOLD I,1800.0,2011-07-16,3.0,0
ba1625893c7b8ebc87465063e425eb57,181.0,164208.0,63.333332,54.5,57.666664,66.333336,65.333336,GOLD I,1909.0,GOLD I,1880.0,2013-02-02,3.0,1
88c7f7e8a7f346d0ab66a9dda0e2c546,183.0,3627.0,100.0,49.5,55.555557,64.919357,43.0,SILVER III,1741.0,UNRANK,1500.0,2006-07-23,3.0,1
6325bd2d0907dafffebac93f0c269e61,184.0,3608.0,50.0,51.0,55.0,65.758759,50.333332,MASTER II,2680.0,GRAND MASTER II,3279.0,2013-08-18,3.0,1
41d82f5534d2f219e1c420d033128a7b,185.0,100075.0,48.333332,50.666664,63.0,73.0,48.0,GOLD III,2399.0,UNRANK,2048.0,2008-05-29,3.0,1
baeaec85232b7b59b2b63ef351cd14e3,186.0,16.0,90.0,56.666668,61.333332,62.0,57.0,GOLD I,1830.0,GOLD I,1966.0,2020-12-26,3.0,1
8c27d951126ddba12ccf094b4b5fb4f4,187.0,100.0,64.864861,57.620819,40.740742,69.230766,58.86076,GOLD II,2189.0,MASTER I,2518.0,2015-12-16,3.0,1
8b7819156453522073e2495d5797bae3,188.0,568.0,55.0,52.499996,49.333336,58.666668,47.333332,UNRANK,1800.0,GOLD I,1952.0,2012-06-26,3.0,1
6bb067c0c60ed2c6af5dec07bac5d9ba,192.0,253.0,65.0,59.166664,59.333332,64.317177,62.0,GOLD III,2229.0,MASTER III,2918.0,2009-02-05,3.0,1
d374c0582818c96c8d7067ca77f4ebfe,190.0,347.0,48.333332,49.666668,50.588234,56.410255,48.666668,GOLD III,2212.0,GRAND MASTER I,3046.0,2021-03-19,3.0,1
840d8fa05aee75879a025c415b3676a4,191.0,587.0,45.0,41.333332,39.0,18.333334,25.666666,SILVER III,1630.0,SILVER III,1689.0,2005-09-12,3.0,1
52f676ce655a9acb1327d8b6bee93d54,194.0,4007.0,45.0,54.5,61.333336,72.0,49.333332,SILVER III,1672.0,GOLD I,1921.0,2006-02-13,3.0,1
cb031642fb9aa50c876d60b817863622,196.0,113.0,51.666664,61.5,57.0,72.0,62.436546,GOLD II,2120.0,GOLD II,2048.0,2018-07-26,3.0,1
0a00dc2b0546bfcd6798fc4be772e0f9,197.0,2947.0,53.333336,50.833332,54.666668,49.659863,38.202248,SILVER I,1341.0,UNRANK,1400.0,2008-02-09,3.0,1
9b63f37be284b9e4205dc7a4645cd528,197.0,87.0,83.333336,70.333336,68.666664,83.666664,49.333332,GOLD III,2288.0,SILVER III,1745.0,2005-12-21,3.0,1
f54e2bf3c577aa3fd50578bb2c1937f9,199.0,1306.0,55.0,63.166664,60.666668,76.0,59.666668,UNRANK,2350.0,MASTER III,2898.0,2009-12-25,3.0,1
5447b3b22b84ace082f92dc3a437bc9b,200.0,374.0,51.666664,56.166668,58.999996,50.333332,55.666668,MASTER I,2493.0,GOLD II,2154.0,2017-06-10,3.0,1
41272652c2bba3865dfedda24a59462d,201.0,3820.0,43.333332,55.223881,56.395348,76.0,57.894737,RANKER,3851.0,MASTER I,2400.0,2017-04-07,3.0,1
b487ccabbc0f02100ecfadffe835167e,202.0,10480.0,46.666668,46.333332,49.586777,58.666668,47.058823,MASTER I,2481.0,GRAND MASTER I,3070.0,2009-07-18,3.0,1
80a2dc0ea59dcef5b0aad82253ff3e6f,191.0,7812.0,90.0,69.666664,0.0,77.666664,0.0,UNRANK,1950.0,UNRANK,1950.0,2011-03-05,3.0,1
143925a0a08e52bd4b289dc0d3085074,205.0,359.0,100.0,55.166668,56.333332,100.0,100.0,GOLD I,1982.0,UNRANK,1800.0,2014-03-10,3.0,1
b4310b7df4769789e53d240aeb9dea55,206.0,1663.0,90.0,54.333336,61.0,67.0,59.0,UNRANK,2400.0,GRAND MASTER I,3067.0,2013-01-20,3.0,1
c355552a42729bb3aa3cc584ed86e20f,208.0,757.0,50.0,44.166668,39.333336,54.666668,35.0,GOLD I,1944.0,UNRANK,1600.0,2006-06-28,3.0,1
facb4f6b8c5a1767bf1cdb41d540a65b,208.0,8623.0,90.0,41.5,35.0,50.0,32.666668,UNRANK,1583.0,SILVER I,1394.0,2011-12-31,0.0,1
b93854f026f31513b2c0848b12bb3c60,209.0,9553.0,55.0,58.833332,56.666668,68.0,66.0,GRAND MASTER III,3576.0,MASTER III,2832.0,2014-07-17,3.0,1
16b9d109db50a18337285465fd68780d,210.0,10933.0,55.0,60.833336,56.333332,73.666664,61.333332,UNRANK,2208.0,UNRANK,2000.0,2007-12-01,2.0,1
107f952ec161efb1dc760ae6c2c265a0,204.0,99869.0,50.0,58.666664,52.0,69.666664,53.333332,UNRANK,1500.0,UNRANK,1500.0,2005-12-31,3.0,1
080fa4a17acb6e0ffc9b400e558d5f7e,212.0,623.0,51.666664,55.0,58.0,68.333336,49.666668,GRAND MASTER I,3091.0,UNRANK,2347.0,2010-02-15,3.0,1
6acea493211b081c51f4c199d3f3edfb,213.0,652.0,86.666664,52.666668,53.666668,68.666664,55.0,UNRANK,2400.0,UNRANK,2400.0,2008-10-13,3.0,1
5f71d06c9977b636adbf845704df861d,215.0,537.0,58.333332,58.999996,55.0,74.666664,62.666668,MASTER I,2563.0,UNRANK,2167.0,2014-12-30,3.0,1
9d9ec39dcd7edfbf7d696f941b261cb1,216.0,1017.0,58.333332,52.999996,43.666668,53.051643,44.666668,GOLD I,1818.0,GOLD I,1946.0,2008-07-06,3.0,1
fbf3838823e5d15cf12cc6b7d2e992f5,217.0,136465.0,51.666664,57.0,57.666664,38.46154,49.666668,MASTER III,2999.0,MASTER II,2700.0,2012-11-23,3.0,1
8b840e410c22ff7473087de302e6e94a,218.0,887.0,100.0,56.0,68.0,68.333336,55.0,GOLD II,2190.0,GOLD III,2291.0,2012-03-24,3.0,1
9fee5c44ee2fa8d902edd2c9456f8f2d,219.0,620.0,51.666664,43.833332,54.098362,52.888889,44.360901,SILVER II,1469.0,UNRANK,1800.0,2011-07-12,3.0,1
0514a90b73e94dcf8c13d85dac3caa15,219.0,394.0,53.333336,58.499996,36.363636,71.0,50.0,UNRANK,2125.0,GRAND MASTER I,3063.0,2008-07-17,3.0,1
0c84d3f430b4d23ae22934557b980d00,222.0,4328.0,96.666664,66.833336,66.333336,73.0,66.333336,UNRANK,1400.0,UNRANK,1400.0,2005-12-29,0.0,1
45afc9eca26756f58065d0a5b93a0312,224.0,1590.0,43.333332,51.666664,52.999996,66.0,44.333332,GOLD II,2065.0,UNRANK,1800.0,2019-01-18,3.0,1
cad95c4868e351237a0de4cac3e6cc03,224.0,102.0,88.333336,58.999996,57.0,96.333336,60.666668,UNRANK,1800.0,MASTER I,2450.0,2019-07-26,3.0,1
29b8e3f898515cc4e787b2ec74d12068,225.0,1363.0,96.666664,58.0,64.333336,68.333336,62.0,MASTER II,2659.0,UNRANK,2000.0,2015-01-17,3.0,1
6cbc6bc425b56afcb65094f7eed20be0,213.0,107160.0,48.27586,51.598175,50.877197,64.705879,33.333332,GOLD I,1885.0,GOLD II,2189.0,2006-08-09,3.0,1
d9591b826db8d611f4eed014791889c6,227.0,1467.0,100.0,87.833336,82.822083,99.666664,82.333336,MASTER I,2400.0,UNRANK,1800.0,2011-11-26,0.0,1
a0d13ac7a3d778fe8680c842313f018f,229.0,152.0,38.333332,50.5,55.333336,71.0,53.666668,GRAND MASTER III,3491.0,GRAND MASTER II,3250.0,2016-06-13,2.0,1
ace637a4977e50b44d59ab29042afbd0,230.0,268.0,58.333332,46.5,42.051281,61.403507,51.333332,UNRANK,2352.0,MASTER I,2529.0,2010-08-29,3.0,1
7b4ccdd1a45d058dee208afb8ae7646f,231.0,135.0,57.575756,56.333332,58.666664,66.820274,59.82143,UNRANK,2350.0,MASTER I,2451.0,2007-07-22,3.0,1
e1a184b3d7fe960bac87efeb0fc0f5cf,232.0,550.0,51.666664,55.166668,56.666668,56.0,53.666668,SILVER III,1706.0,UNRANK,1500.0,2006-05-20,3.0,1
93b63931984005b6b24d0b213b46f61b,228.0,1740.0,55.0,60.166668,57.333332,75.0,61.333332,UNRANK,1950.0,UNRANK,1950.0,2008-10-03,1.0,1
c2f3058e2bee05bf17911c847fc827bb,236.0,261.0,81.666664,60.833332,55.333332,72.666664,58.490566,GOLD II,2143.0,MASTER I,2497.0,2006-09-17,3.0,1
3481be46ed14b44101755ea4a326e9cc,237.0,417.0,55.0,52.14724,31.818182,65.384613,56.0,GOLD II,2004.0,GOLD II,2027.0,2011-10-09,3.0,1
c849050595d81e8fbe5eb34dade47db7,238.0,214.0,100.0,100.0,0.0,100.0,0.0,UNRANK,1400.0,UNRANK,1400.0,2017-03-05,3.0,1
d735ddb457a0d137c6c46d8153eba39f,237.0,12976.0,70.0,55.700325,0.0,63.08725,63.291138,GOLD I,1910.0,UNRANK,1800.0,2014-02-26,3.0,1
f36d846979fe2aaaac0de203bc1c111d,239.0,1044.0,50.0,54.5,55.666668,64.666664,53.666668,UNRANK,2350.0,MASTER I,2568.0,2014-02-14,3.0,1
42623e037e749483cdc4ecc20652003f,237.0,1580.0,78.333336,64.666664,66.333336,79.0,69.0,GRAND MASTER I,3061.0,GOLD I,1800.0,2011-10-01,3.0,1
d307763fd209492574ea383046a1275e,232.0,332550.0,56.666668,51.166664,46.666668,60.185184,54.666668,UNRANK,1500.0,UNRANK,1500.0,2013-06-17,1.0,1
0136f10d0f040ceb86007bbb3ef41231,244.0,1205.0,68.333336,57.333332,59.390862,72.0,57.0,GOLD I,1982.0,GOLD II,2199.0,2008-06-04,3.0,1
d0646bc50cb2f86d8ca25dfb0e851de4,243.0,85.0,86.666664,54.666668,62.0,78.0,62.0,GOLD II,2187.0,UNRANK,1827.0,2006-11-06,3.0,1
92ddc79a54a31a4191d2da3105a5f37a,245.0,39258.0,63.333332,62.0,67.0,100.0,60.0,UNRANK,2350.0,UNRANK,2350.0,2015-05-03,3.0,1
f85891777cd6744f68468ab0574de536,250.0,1807.0,46.666668,46.666668,45.0,32.666668,48.333332,UNRANK,1400.0,SILVER I,1237.0,2006-07-02,2.0,1
655b40d2133c458bdb9930103960c61e,224.0,24716.0,46.666668,60.5,58.0,84.666664,65.0,UNRANK,2341.0,GRAND MASTER I,3000.0,2011-08-07,3.0,1
4f2aa7cd9dc3c389968b51f17e4d7235,247.0,510.0,71.428574,58.333332,59.259258,60.0,65.277779,UNRANK,1546.0,SILVER III,1719.0,2013-03-23,3.0,1
e429485f98c96d823a27a38a592f5feb,247.0,84938.0,0.0,0.0,0.0,0.0,0.0,UNRANK,1400.0,UNRANK,1400.0,2012-07-21,0.0,1
120cc58a11edef06fb75e79e387c2047,253.0,8545.0,50.0,59.500004,60.000004,73.666664,62.333332,UNRANK,1950.0,MASTER I,2404.0,2009-12-19,3.0,1
bf8be389fa47776e0f61b7faa8d85d0e,257.0,491.0,63.333332,58.833332,57.333332,73.666664,55.333332,UNRANK,2450.0,GRAND MASTER III,3439.0,2012-02-16,3.0,1
8613d37706c65dd87efe3c258c4b249c,256.0,462.0,46.666668,48.5,50.0,59.0,55.0,GOLD I,1900.0,UNRANK,1600.0,2012-08-06,3.0,1
6a912fc219accde193dad9ee3e6595cc,258.0,299.0,53.333336,55.5,52.999996,72.333336,50.0,MASTER I,2599.0,GRAND MASTER I,3141.0,2013-08-16,3.0,1
8dd711c6930202ec3c10fc3a310d1277,259.0,89350.0,98.333336,64.166664,51.0,75.666664,48.0,GOLD I,1999.0,UNRANK,1600.0,2006-10-11,3.0,1
2bef6f4102311b3ecf7ffc9a28c430cd,260.0,7505.0,66.666672,52.166664,49.0,0.0,54.195805,UNRANK,1400.0,UNRANK,1400.0,2006-12-31,2.0,1
5a16d5c007deb76ff4f3bd6bc85fa89a,261.0,1186.0,45.0,57.166664,50.0,0.0,55.0,GOLD I,1999.0,UNRANK,1950.0,2009-08-11,3.0,1
3df995f5c9e2595073ab5c9474e19bc9,263.0,454.0,100.0,60.666668,59.666668,71.0,57.142857,MASTER II,2799.0,UNRANK,2400.0,2014-09-08,3.0,1
26661f4f5ddcb8469a87ceeee34f4ae9,264.0,401.0,63.333332,56.333332,58.666664,52.777779,52.0,UNRANK,2400.0,MASTER I,2426.0,2012-12-19,3.0,1
20d7ef5a5f0c9027a9832e9f73980e53,265.0,30788.0,23.333334,49.0,45.882355,61.0,49.0,MASTER I,2421.0,GOLD II,2199.0,2011-07-15,3.0,1
3b9b8b6c99701e425ada3e0fc72322c1,266.0,230.0,55.0,59.500004,56.333332,70.333336,59.666668,GOLD II,2196.0,MASTER III,2872.0,2019-01-24,3.0,1
d733e39cf5503960fb9cd0579d9890ad,267.0,1137.0,100.0,77.160492,0.0,85.666664,0.0,UNRANK,1400.0,UNRANK,1400.0,2010-05-29,0.0,1
22084df93879de54941beef010532acf,268.0,812.0,100.0,56.0,59.666668,60.333332,66.333336,GOLD II,2086.0,UNRANK,1950.0,2011-05-10,3.0,1
74f29f7711ab53794b07fe5912d6c12a,268.0,105.0,100.0,70.5,69.0,80.0,65.333336,GRAND MASTER II,3218.0,GRAND MASTER III,3599.0,2014-03-05,3.0,1
4395282272057620eb2458efacbfd9d6,270.0,310.0,30.000002,47.666664,46.0,53.666668,52.333332,MASTER I,2429.0,GRAND MASTER II,3203.0,2019-04-13,3.0,1
1c7b3bb48bc506576e712675cee0eb3e,206.0,19561.0,50.0,51.666664,49.704144,60.666668,51.666668,GOLD I,1898.0,MASTER I,2400.0,2005-11-26,3.0,1
8b8435e18faf9002798dd6242f6e5d36,272.0,20922.0,45.098038,54.391891,56.451614,0.0,58.46154,SILVER III,1653.0,UNRANK,1400.0,2005-12-24,2.0,1
1b582f36ae431ec43cc2d2dca0bf339e,273.0,138.0,58.333332,59.166664,58.666668,72.333336,61.0,GRAND MASTER I,3172.0,UNRANK,2400.0,2006-09-20,3.0,1
5d85bab69f1f6eff7758de6f45da1c3e,274.0,9242.0,50.0,57.333332,66.333336,76.0,57.666668,MASTER I,2468.0,UNRANK,1800.0,2010-12-14,3.0,1
fc1a6eab9f421be155b7b9146335c44e,275.0,2657.0,48.333332,58.333332,60.333336,70.666664,58.333332,UNRANK,2350.0,MASTER II,2766.0,2011-08-15,3.0,1
b380b2a67742eb44a200cb585e74d7f6,261.0,190688.0,55.0,55.666668,50.666664,73.666664,47.333332,UNRANK,1550.0,UNRANK,1430.0,2013-08-13,2.0,1
02d81b50de0ce438c9c21fd76ad53655,264.0,1199.0,55.0,59.166664,60.666668,66.666664,56.666668,GOLD II,2178.0,UNRANK,2000.0,2016-04-07,3.0,1
f2088cb91ccd358567adeacfd672ef53,278.0,632.0,43.333332,53.374229,52.739727,67.346939,53.284672,GRAND MASTER II,3219.0,GRAND MASTER I,3041.0,2016-01-14,3.0,1
f9e93a0b2fec7db438bd28f6925a2f70,279.0,13436.0,76.0,64.730293,57.142857,64.912277,71.21212,UNRANK,2350.0,UNRANK,2350.0,2017-05-27,3.0,1
dea48f896861786eed777dea79e29f98,279.0,1113.0,60.000004,58.833332,60.666668,68.333336,62.666668,GOLD III,2399.0,GOLD I,1992.0,2015-01-17,3.0,1
e351bed0bd52e941c62b4df47399581f,283.0,45517.0,86.666664,59.666668,57.0,74.0,60.0,MASTER III,2975.0,GRAND MASTER III,3463.0,2020-07-12,3.0,1
7de1c247f0885a830cac74c8afca4560,280.0,1846.0,45.0,54.666668,48.0,67.666664,45.0,GOLD II,2050.0,GOLD II,2199.0,2011-07-26,3.0,1
1e0fd0ab10b5c4ffbb14770326588d8d,283.0,413.0,48.333332,53.833336,55.333336,62.333332,44.0,MASTER II,2799.0,UNRANK,2400.0,2011-08-02,3.0,1
6029cea7766c06729f455389d0641624,284.0,715.0,100.0,57.333332,57.666664,70.0,58.0,UNRANK,2400.0,GRAND MASTER II,3326.0,2012-07-19,3.0,1
a88da456e8efee6b05e559ae3ab9fd5b,285.0,302.0,98.333336,63.166668,66.666664,75.333336,64.333336,UNRANK,1794.0,GOLD I,1800.0,2014-11-18,3.0,1
5a1b09eb3fde9715e9fffb075ea8c0b1,286.0,39.0,100.0,74.0,93.0,94.0,94.333336,UNRANK,2350.0,UNRANK,2350.0,2011-05-14,3.0,1
967f6b9bea9fbcad115ad36953447b64,287.0,93.0,51.666664,55.0,47.333332,65.0,54.166668,MASTER I,2516.0,GRAND MASTER I,3152.0,2013-10-08,3.0,1
9bd7d64578221963e442a931e5d4d89e,288.0,3527.0,36.734695,47.355164,47.916668,67.073174,80.0,MASTER II,2665.0,GOLD I,1972.0,2017-10-15,3.0,1
44e182a35389fa081f00b2e82819159a,289.0,11796.0,100.0,70.333328,71.666664,84.666664,68.0,UNRANK,1767.0,UNRANK,1800.0,2015-06-04,2.0,1
e9dac9c57af35bd8cf434e6239a9fc3f,288.0,10181.0,95.0,77.333328,75.847458,84.666664,66.336632,UNRANK,2400.0,UNRANK,2362.0,2008-04-20,3.0,1
579146791d26cea6e11c6f7649f957b7,291.0,1395.0,100.0,69.166664,67.0,83.333336,51.666668,SILVER III,1607.0,UNRANK,1500.0,2013-06-07,1.0,1
5915ed69ec8a8c2be7c3f4fbbfdfee40,292.0,3061.0,50.0,53.833336,53.333336,62.666668,50.666668,HIGH RANKER,4082.0,UNRANK,2450.0,2010-10-17,3.0,1
dd58a01cd9a23c6bfd068d0258eb4e72,294.0,2620.0,100.0,72.5,70.0,89.333336,80.0,UNRANK,1400.0,UNRANK,1400.0,2005-12-30,1.0,1
a69148eef542904110a495c48b4bb35b,295.0,30.0,98.333336,61.833336,64.333336,79.0,52.333332,MASTER I,2400.0,MASTER I,2465.0,2016-10-13,3.0,1
47f564778ee893c688a7adc4c303c103,259.0,872460.0,62.962959,47.166668,47.666664,67.333336,34.666668,UNRANK,1400.0,UNRANK,1400.0,2007-06-25,0.0,1
fd85308f3987feb460bb34be92c75386,297.0,232.0,96.666664,74.333336,74.333336,85.0,74.333336,UNRANK,2000.0,GOLD II,2012.0,2011-10-20,3.0,1
a187d175f943f8b6bf1ab0e69a13826f,298.0,573.0,36.666668,58.999996,66.333336,67.666664,60.666668,MASTER I,2570.0,UNRANK,2300.0,2012-02-04,3.0,1
46ed743c39fea43c228dec42f3a771a6,300.0,381.0,91.666672,63.166664,65.666672,74.333336,66.333336,UNRANK,1400.0,UNRANK,1400.0,2017-10-09,3.0,1
91842acf8ddae9170361dd4b91021175,301.0,78131.0,55.0,60.666668,57.666664,80.0,58.666668,GRAND MASTER II,3375.0,GOLD II,2191.0,2017-02-09,3.0,1
c5085490bfe6925f4d8d902d3fd996ae,302.0,86931.0,100.0,66.0,65.666672,83.0,67.666664,UNRANK,1500.0,UNRANK,1500.0,2008-01-29,1.0,1
0405878b861ba46a0ecd961ac737963e,303.0,1803.0,48.333332,56.166668,55.666668,79.0,57.0,MASTER II,2690.0,MASTER I,2476.0,2018-05-20,3.0,1
4bb997a7f1c21ab2c681cb52408b771f,300.0,13041.0,45.0,58.499996,50.666668,68.333336,55.333332,GRAND MASTER I,3126.0,GOLD II,2141.0,2011-07-16,3.0,1
01e418adbb180c3899de0ae34dd9789f,305.0,66.0,46.666668,57.666664,54.71698,70.333336,46.42857,LEGEND,3749.0,GRAND MASTER I,3115.0,2013-08-31,3.0,1
b749cda7cd2f3182664ca89224fb2929,306.0,615.0,43.333332,51.666664,52.666664,63.666668,51.546391,GOLD II,2135.0,GOLD I,1886.0,2013-03-09,3.0,1
8a586766e35a66b12e61adfe77ee3345,307.0,1493.0,85.294113,49.666668,48.666668,59.782608,44.333332,SILVER II,1538.0,SILVER III,1682.0,2012-08-25,3.0,1
57d78b214f2d3d3c026215be9528efff,308.0,290.0,65.0,56.333332,52.333332,98.666664,60.666668,GOLD III,2290.0,MASTER I,2514.0,2012-06-02,3.0,1
8fcceda225ce8b77ecd48ef844b0793f,309.0,874.0,46.666668,49.5,50.333332,56.0,52.333332,MASTER II,2635.0,GRAND MASTER II,3305.0,2019-03-04,3.0,1
ec3300d4f9f4f1be32d7e082ebcb6d19,312.0,60749.0,100.0,61.666668,62.0,69.333336,54.0,MASTER II,2652.0,MASTER I,2482.0,2014-06-15,3.0,1
5a7cf65265ee9966eface4ee8c8fbfa6,311.0,1832.0,45.0,55.666668,53.0,60.333332,54.0,MASTER I,2402.0,GOLD II,2134.0,2011-08-13,3.0,1
e5719b82d752dcce65256e444a540958,313.0,2107.0,81.666664,61.333336,55.333336,73.0,59.666668,UNRANK,2300.0,MASTER II,2742.0,2007-03-18,3.0,1
284c18d64828530106ef73d63c9bc077,298.0,3509.0,46.666668,52.333332,49.0,49.019608,51.666668,UNRANK,1500.0,UNRANK,1500.0,2006-09-03,3.0,1
0f0cf6a689653b28c6d704c777cdd570,281.0,252296.0,48.333332,47.666668,43.0,39.666668,45.333332,UNRANK,1400.0,UNRANK,1400.0,2019-10-08,0.0,1
51dd016337e371792658cf53057b9cc5,308.0,1482.0,66.666672,56.75676,0.0,67.5,69.230766,GOLD II,2059.0,UNRANK,2000.0,2018-07-20,3.0,1
ab5e7b1c66e61c0371d0fb5f3b78154b,315.0,707.0,45.0,45.166664,35.666668,70.0,40.0,SILVER III,1602.0,SILVER III,1689.0,2016-02-16,3.0,1
2d4702d5ab3a7cc1a4001a51ba9404e8,319.0,709.0,81.666664,62.0,72.666664,80.333336,60.333332,SILVER II,1570.0,SILVER III,1621.0,2013-07-18,3.0,1
38e8c109e706516de047c5902d4e0f70,321.0,123231.0,51.666664,58.0,59.333332,64.333336,49.0,UNRANK,2400.0,GRAND MASTER II,3350.0,2009-07-07,3.0,1
19104fa876bd2ff725f3995f5a478910,321.0,385.0,63.333332,51.333332,56.0,59.333332,55.333332,SILVER II,1408.0,SILVER III,1605.0,2011-11-17,3.0,1
de627e2940d2ceb5d6fab2a738b9d860,324.0,1241.0,100.0,81.333336,0.0,99.666664,0.0,SILVER III,1799.0,UNRANK,1500.0,2014-01-11,3.0,1
766cb6d70a56870a31b58101bf4747f6,325.0,17749.0,50.0,56.5,49.090908,64.333336,51.666668,MASTER III,2850.0,GRAND MASTER I,3078.0,2010-12-23,3.0,1
8be5f3f717818b7eba82149d02ea4f7e,326.0,3041.0,100.0,66.5,0.0,73.333336,61.53846,GOLD I,1968.0,GOLD III,2399.0,2009-11-18,3.0,1
6c4df67c8bba255a4e464dc04d941427,327.0,9763.0,40.0,56.166668,54.000004,73.666664,48.0,GRAND MASTER I,3103.0,GRAND MASTER I,3132.0,2011-07-25,3.0,1
99d97d9d16a681cd89d1e7c827a27911,328.0,176.0,54.761906,51.256283,55.555557,58.666668,0.0,MASTER II,2710.0,GRAND MASTER I,3054.0,2018-12-04,3.0,1
ff1fb9a283d02bc12a4059b277cb9cd3,331.0,926.0,100.0,67.833336,59.333332,88.333336,0.0,UNRANK,1400.0,UNRANK,1400.0,2011-07-27,3.0,1
770d6e0d64e4e40b3c6e06321bdb69ed,326.0,2846.0,85.0,62.5,65.0,75.333336,65.0,UNRANK,2400.0,UNRANK,2400.0,2011-07-13,3.0,1
be40d1d729e5d2a12ab77d236f7ca645,332.0,4132.0,46.666668,58.0,57.666664,71.333336,56.666668,UNRANK,2300.0,MASTER I,2509.0,2019-07-27,3.0,1
bd785e176ee9a3a7a8d837288a42caed,334.0,654.0,100.0,57.666664,49.0,70.666664,60.666668,UNRANK,2400.0,GRAND MASTER II,3264.0,2011-07-16,3.0,1
983948af2a5f8cc5762fdaa785a87782,319.0,1434.0,46.666668,63.5,54.333332,73.0,58.0,UNRANK,2400.0,GRAND MASTER II,3279.0,2011-12-18,3.0,1
d45038d8ff32f9ed5d7f01294af5d68c,335.0,106.0,51.666664,43.333332,45.0,56.0,43.84058,GOLD I,1904.0,GOLD II,2129.0,2017-02-08,3.0,1
8557c91e7291dc04631f23efb066b733,336.0,18945.0,73.333336,61.166668,56.0,72.666664,62.333332,UNRANK,2450.0,GRAND MASTER II,3250.0,2011-01-13,3.0,1
e39b66d3d5b10c1bc98839097223a881,318.0,1948.0,61.666668,63.166664,61.333336,77.0,68.333336,UNRANK,2005.0,UNRANK,1950.0,2014-01-11,3.0,1
7cd4503eafa357b776a83f1ece8f39cb,340.0,1473.0,100.0,63.333332,55.333332,61.53846,62.666668,UNRANK,1600.0,SILVER III,1799.0,2007-02-15,3.0,1
b6478724e45edc5a3c1a68fc1d246d0d,348.0,843.0,63.333332,63.5,64.333328,83.0,63.666668,UNRANK,1400.0,UNRANK,1400.0,2006-12-14,2.0,1
f6d3c6d822465963c15439aa8f5250b3,331.0,21511.0,83.333336,58.833332,46.666668,73.0,100.0,UNRANK,1400.0,UNRANK,1400.0,2012-08-07,3.0,1
a88385953efcd6198fe30874dd875fb7,343.0,1220.0,61.666668,61.666668,62.333332,68.0,54.0,UNRANK,2392.0,MASTER II,2658.0,2008-04-09,3.0,1
f31bdc2e6e5a7b749b4aac527411ffc3,344.0,1.0,55.0,54.833336,54.666668,64.0,59.0,LEGEND,3638.0,GRAND MASTER I,3152.0,2005-08-25,3.0,1
36c99bc038ba198c2fc0b2ca59a17815,331.0,565.0,56.666668,61.166668,64.0,72.0,61.0,UNRANK,2500.0,UNRANK,2500.0,2019-10-19,3.0,1
7a06c09e0dce5bc8ea1ab40d00d12a49,326.0,2203.0,88.333336,56.166668,55.0,64.0,57.666668,UNRANK,2000.0,UNRANK,2000.0,2015-04-21,3.0,1
c2bbf914c13636dfa119709d763910fb,344.0,685931.0,61.666668,57.333332,57.333332,71.0,64.0,UNRANK,1400.0,UNRANK,1400.0,2011-12-02,0.0,1
1e65f341d5d1db5e414c9352193aee1d,345.0,129.0,60.0,51.166668,61.643837,0.0,48.333332,MASTER I,2423.0,GOLD II,2062.0,2013-04-21,3.0,1
5991780600f8706dc8d603fb28bdf5e2,349.0,173.0,53.333336,50.833332,38.333332,42.666668,50.0,SILVER III,1794.0,SILVER II,1494.0,2015-03-26,3.0,1
bf552b1d6edb03a8086be13a6907911f,315.0,184334.0,100.0,60.833336,60.000004,70.333336,61.78344,UNRANK,1500.0,UNRANK,1500.0,2013-06-10,2.0,1
3912b69b1ab7f0287e6b2ad9cdde5e40,328.0,227582.0,50.0,51.333332,47.333332,60.0,54.666668,UNRANK,1500.0,UNRANK,1500.0,2017-12-20,1.0,1
4927311908b62f04caa5153ecd5c1d1b,350.0,2208.0,48.333332,54.166668,51.666668,68.333336,48.666668,UNRANK,2000.0,UNRANK,2000.0,2010-09-22,3.0,1
18e436caf38fb4823d3ef33e9eff0982,352.0,3033.0,30.769232,54.545456,53.012051,57.142857,69.230766,SILVER III,1624.0,SILVER III,1789.0,2011-12-27,3.0,1
be7f9957de91e2e0233992bbee3c97f0,351.0,1013.0,48.333332,52.999996,54.666668,60.563381,64.516129,GOLD I,1953.0,UNRANK,1950.0,2016-01-20,3.0,1
7571c5e2df7391194cf1ec02bdce1845,350.0,1111.0,30.000002,49.0,50.333332,0.0,50.0,GOLD I,1999.0,SILVER II,1465.0,2005-10-30,2.0,1
03b94b4aaed378998f8c6055c996895d,356.0,988.0,53.333336,55.333336,48.666668,59.333332,49.666668,MASTER III,2999.0,MASTER II,2647.0,2018-05-24,3.0,1
3cef12825374dcc0c3499ef15e0cbba6,357.0,797.0,50.0,63.333332,64.666664,76.333336,62.333332,GOLD I,1816.0,MASTER I,2400.0,2006-06-21,3.0,1
c9d298982642462d026007f4f93474f3,358.0,3291.0,53.333336,60.833336,56.666668,68.333336,54.0,UNRANK,1550.0,UNRANK,1550.0,2009-05-24,3.0,1
