nickname,world_name,character_class,character_level,character_exp_rate,character_date_create,dojang_best_floor,dojang_best_time,popularity,최소 스탯공격력,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,속성 내성 무시,상태이상 추가 데미지,무기 숙련도,추가 경험치 획득,공격력,마력,전투력,소환수 지속시간 증가,force_sum,force_mean,force_min
봉봉,크로아,호영,292,40.964,2020-01-22T00:00+09:00,83,881,151,142561562,156661054,112.00,384.00,143.66,90.97,112,129.75,73,100,49425,160,123,293,1350,750,5839,7903,4917,64588,55552,50745,4,4,4,1478,0,0,287,190,60,6,106.00,0,6,0,5.00,0.00,91,537.00,8762,1847,242219124,40,2060.0,158.46153846153845,80.0
매끈,루나,나이트로드,291,27.159,2016-07-06T00:00+09:00,88,895,8593,171800818,202118608,75.00,567.00,61.77,95.21,104,122.10,72,100,69134,160,123,394,1350,750,8555,10632,8305,96137,50581,27168,4,4,4,1473,79,78,25,30,83,6,12.00,0,6,7,5.00,14.00,85,191.00,10324,2585,675184282,10,2070.0,159.23076923076923,90.0
보우,루나,패스파인더,290,37.709,2020-02-13T00:00+09:00,92,895,896,148845629,175112504,80.00,456.00,45.20,96.88,174,94.05,59,100,99999,160,123,420,1350,720,13430,102952,9547,8448,62439,19691,4,1468,4,4,0,0,42,51,50,4,12.00,5,6,27,5.00,6.00,85,119.00,12120,2814,651541127,10,2040.0,156.92307692307693,60.0
주지털,스카니아,아델,288,58.642,2025-01-17T00:00+09:00,0,0,116,190939639,209823775,254.00,395.00,78.71,93.53,100,128.35,63,100,99999,160,123,291,1350,580,67483,7921,5935,6148,61742,22860,1458,4,4,4,0,0,261,231,50,6,147.00,5,6,7,5.00,0.00,91,684.00,9182,1992,248010865,0,1900.0,146.15384615384616,0.0
리케아,루나,"아크메이지(불,독)",294,73.047,2022-07-22T00:00+09:00,92,872,83,86684236,91246563,119.00,322.00,54.00,91.21,95,97.80,45,100,28050,160,123,296,1350,760,5259,4718,66761,8042,39186,77799,4,4,1488,4,0,0,246,146,201,4,125.00,5,6,3,15.00,6.00,95,285.00,2269,8196,223447019,10,2080.0,160.0,100.0
독팔,크로아,"아크메이지(불,독)",292,56.158,2016-08-25T00:00+09:00,96,852,5537,187667016,197544225,114.00,481.00,54.00,96.99,90,116.20,55,100,44877,160,123,440,1360,740,12215,10407,103845,15794,49558,83692,4,4,1478,4,0,-203,24,28,215,4,12.00,5,6,0,15.00,6.00,95,185.00,3448,11585,712739620,10,2060.0,158.46153846153845,80.0
알퐈메일,루나,바이퍼,291,83.639,2021-01-30T00:00+09:00,72,873,78,163449942,181611045,72.00,522.00,36.73,97.47,70,109.75,59,100,99999,160,123,414,1350,750,101167,13616,8341,9692,74728,36840,1473,4,4,4,-30,0,25,29,82,5,12.00,0,6,0,5.00,14.00,90,166.00,10860,2770,678168785,10,2070.0,159.23076923076923,90.0
꿀타래,베라,나이트로드,285,69.009,2023-08-12T00:00+09:00,65,870,177,164670694,193730227,72.00,530.00,61.77,94.16,128,126.30,70,100,74040,160,123,417,1350,640,9015,12963,8702,101617,53148,20540,4,4,4,1443,0,0,10,14,113,6,52.00,0,6,7,5.00,7.00,85,83.00,9486,2739,640956623,10,1960.0,150.76923076923077,0.0
태극,스카니아,아델,293,52.76,2020-02-24T00:00+09:00,78,878,594,192112118,213457907,102.00,530.00,67.31,94.59,91,113.45,60,100,99999,170,123,414,1350,760,106540,13636,11062,9866,74302,19099,1483,4,4,4,0,0,26,31,80,6,12.00,5,6,17,5.00,14.00,90,195.00,11047,2739,693390685,10,2080.0,160.0,100.0
권다빈,베라,제논,290,55.204,2024-07-29T00:00+09:00,0,0,32,119676503,132973891,126.00,293.00,26.50,85.20,90,89.45,50,100,88545,170,123,294,1350,750,30060,35001,10567,40787,81165,62951,330,330,4,816,0,0,239,149,30,5,134.00,5,6,0,3.50,0.00,90,281.50,8370,1988,226989206,20,2070.0,159.23076923076923,90.0
벗니,엘리시움,나이트로드,292,9.222,2019-06-25T00:00+09:00,86,896,5883,156539545,184164169,74.00,607.00,61.77,96.79,90,128.35,71,100,72067,160,123,406,1370,760,9108,11626,9330,96487,59113,28416,4,4,4,1478,0,0,25,29,98,6,12.00,0,6,7,5.00,14.00,85,179.00,9404,2531,673124726,10,2070.0,159.23076923076923,90.0
안자,베라,메르세데스,290,89.049,2014-03-25T00:00+09:00,0,0,65,103131526,121331205,106.00,367.00,73.25,93.12,136,107.30,54,100,57419,165,123,268,1350,750,9226,72728,6395,6877,58606,42918,4,1468,4,4,-390,-201,218,48,65,4,112.00,1,6,7,5.00,6.00,85,248.00,8713,1993,278145007,0,2050.0,157.69230769230768,70.0
리프,엘리시움,메르세데스,293,25.076,2016-07-30T00:00+09:00,77,879,70,122285713,142192687,120.00,410.00,74.69,89.29,139,117.05,69,100,65021,165,123,317,1350,760,10803,69088,7122,7049,49543,37627,4,1483,4,4,-330,-137,250,145,50,4,122.00,6,6,7,5.00,6.00,86,295.00,9911,1992,286615320,12,2080.0,160.0,100.0
seul,엘리시움,나이트로드,290,35.889,2018-12-27T00:00+09:00,77,895,180,86849447,102175819,71.00,403.00,61.77,92.11,144,120.90,75,100,60053,160,123,296,1350,720,5593,8815,5048,66210,70056,48133,4,4,4,1468,0,0,242,141,55,6,115.00,0,6,3,5.00,0.00,85,242.00,7713,1978,257371757,10,2040.0,156.92307692307693,60.0
종식,크로아,아란,290,73.154,2019-05-07T00:00+09:00,86,880,388,142549878,158388751,121.00,493.00,45.20,97.04,85,117.80,69,100,99999,160,123,407,1350,740,101128,11549,8483,8188,74416,16811,1468,4,4,4,0,-404,24,17,84,5,12.00,0,6,7,5.00,14.00,90,162.00,7962,2493,469823908,10,2060.0,158.46153846153845,80.0
벨님,엘리시움,카인,293,97.412,2023-07-22T00:00+09:00,94,853,691,212403386,246980678,95.00,590.00,130.59,97.45,203,132.00,65,100,99310,160,123,407,1350,770,15319,100952,10282,10642,70655,23717,4,1483,4,4,0,0,37,27,55,6,12.00,2,6,7,5.00,6.00,86,246.00,10081,2614,668783178,10,2090.0,160.76923076923077,110.0
왕구,크로아,듀얼블레이더,290,76.081,2014-12-28T00:00+09:00,80,882,912,131352993,145947769,80.00,582.00,53.95,95.38,87,112.45,55,100,99999,160,123,412,1350,750,10418,13664,9008,97277,55987,21351,4,4,4,1468,-429,-220,23,27,40,6,12.00,5,6,7,5.00,14.00,90,120.00,9805,2384,673487081,0,2050.0,157.69230769230768,70.0
호브,스카니아,듀얼블레이더,287,4.715,2019-01-27T00:00+09:00,75,894,898,116102256,127584894,197.00,398.00,53.95,88.60,118,107.50,73,100,82798,160,123,293,1350,610,6444,9133,5083,58480,55323,36449,4,4,4,1453,0,0,324,173,53,6,106.00,5,6,3,5.00,0.00,91,513.00,8603,1734,243299809,10,1930.0,148.46153846153845,0.0
유식대장,베라,비숍,291,32.197,2012-06-29T00:00+09:00,91,895,2203,65133337,68561406,70.00,391.00,68.25,90.22,131,83.85,67,100,24599,160,123,266,1350,750,4825,4676,64378,7372,43695,119625,4,4,1473,4,-420,19362,237,143,193,4,55.00,0,6,7,15.00,0.00,95,322.00,2197,7541,195793494,0,2060.0,158.46153846153845,80.0
모봄아,루나,보우마스터,291,40.572,2023-06-15T00:00+09:00,83,879,32,81987505,96455886,97.00,568.00,62.19,96.61,174,134.00,45,100,51531,160,123,270,1360,750,8096,66267,5263,5757,61041,31835,4,1473,4,4,0,0,315,144,55,4,19.00,0,6,0,5.00,6.00,85,191.00,8501,1814,304201676,12,2070.0,159.23076923076923,90.0
사류,엘리시움,칼리,295,8.895,2023-07-11T00:00+09:00,96,894,317,119951343,131814660,115.00,360.00,103.06,94.90,134,166.55,75,100,52003,160,123,288,1350,760,6419,8738,5173,66831,49941,34024,4,4,4,1493,500,550,340,240,50,6,152.00,5,6,7,5.00,0.00,91,507.50,8413,1929,229675412,32,2080.0,160.0,100.0
땡식,루나,나이트로드,292,80.963,2020-02-18T00:00+09:00,81,878,795,86847001,100984883,74.00,360.00,61.77,88.19,122,93.40,80,100,54053,160,123,229,1350,760,4459,6490,4194,61065,57139,37073,4,4,4,1478,0,0,260,145,55,6,103.00,0,6,7,5.00,6.00,86,373.00,8176,1619,199133929,0,2080.0,160.0,100.0
스폘,스카니아,에반,290,15.052,2016-07-05T00:00+09:00,70,872,827,163945444,172574150,64.00,537.00,67.31,97.26,90,133.80,55,100,42439,160,123,438,1350,710,10816,9087,102896,14944,48398,67892,4,4,1468,4,-446,-403,20,24,45,4,12.00,2,6,17,5.00,13.00,95,138.00,3353,12288,664964814,10,2020.0,155.3846153846154,40.0
간큼,크로아,듀얼블레이더,291,49.048,2016-08-14T00:00+09:00,75,892,807,132769315,147521459,81.00,603.00,53.95,96.47,72,116.15,59,100,99999,160,123,428,1370,770,10931,14051,10449,95554,62596,26583,4,4,4,1473,0,-216,26,31,105,6,12.00,5,6,7,5.00,14.00,90,195.00,10001,2549,700196950,10,2080.0,160.0,100.0
노지오,엘리시움,듀얼블레이더,291,31.031,2013-01-04T00:00+09:00,83,867,321,75881673,84312968,89.00,321.00,53.95,81.69,106,100.85,70,100,77724,160,123,293,1380,730,5615,8261,5115,60915,79580,43215,4,4,4,1473,93,66,243,141,75,6,91.00,5,6,7,5.00,0.00,90,188.00,8655,1768,231269997,10,2050.0,157.69230769230768,70.0
파장,루나,듀얼블레이더,290,33.621,2009-01-18T00:00+09:00,89,879,232,63580263,70644735,75.00,442.00,53.95,85.01,88,97.75,59,100,78134,160,123,290,1355,790,5918,8897,5250,60689,62798,32796,4,4,4,1468,0,-124,245,132,55,6,59.00,5,6,7,5.00,6.00,90,148.00,7831,1565,249765027,10,2070.0,159.23076923076923,90.0
진실,스카니아,배틀메이지,291,57.271,2010-08-07T00:00+09:00,71,869,4650,103809244,109272887,110.00,432.00,74.46,96.52,101,121.10,70,100,66452,170,123,269,1350,740,5044,4779,67373,8281,176459,130771,4,4,1473,4,-433,31227,244,123,38,4,78.00,0,6,0,5.00,6.00,95,223.00,2295,8948,265361400,18,2060.0,158.46153846153845,80.0
이규밍,베라,제로,289,60.749,2013-07-21T00:00+09:00,77,885,2633,149858996,166509994,61.00,561.00,58.30,97.41,90,145.15,64,100,99999,160,123,403,1350,650,101528,12680,8511,8541,94896,,1463,4,4,4,-164,0,12,17,82,4,12.00,2,6,6,5.00,14.00,90,96.50,11642,2870,661448104,10,1970.0,151.53846153846155,0.0
뇌둔,베라,나이트워커,293,38.271,2023-11-09T00:00+09:00,90,880,5399,168678346,198445111,104.00,488.00,39.15,95.93,91,126.10,75,100,70256,160,123,393,1350,750,9897,13380,10371,93794,41776,19615,4,4,4,1483,0,0,23,27,45,6,12.00,0,6,0,5.00,14.00,85,181.00,10281,2842,580376216,32,2050.0,157.69230769230768,70.0
장복공,크로아,아란,292,68.898,2012-08-26T00:00+09:00,94,894,613,189644952,210716611,119.00,577.00,45.20,97.73,90,115.50,70,100,99999,160,123,413,1350,760,99314,11358,8460,7103,65786,15645,1478,4,4,4,-404,-551,26,19,84,5,12.00,2,6,7,5.00,14.00,90,195.00,10884,2801,713179474,10,2080.0,160.0,100.0
콘비,크로아,비숍,290,8.554,2018-03-18T00:00+09:00,0,0,78,140443913,147835697,66.00,506.00,58.73,96.78,104,114.50,68,100,35650,160,123,434,1350,710,7505,7874,107101,11646,48857,77566,4,4,1468,4,0,0,20,24,199,4,12.00,0,5,0,15.00,14.00,95,58.50,3296,10625,661959253,10,2020.0,155.3846153846154,40.0
파오,크로아,히어로,293,70.4,2022-12-24T00:00+09:00,90,874,2623,231431344,257145933,123.00,423.00,247.88,93.32,111,148.15,60,100,99999,160,123,286,1370,760,66043,9898,5779,5633,96100,47298,1483,4,4,4,0,0,339,161,55,4,143.00,2,6,3,5.00,0.00,90,754.00,8399,1989,259962995,10,2070.0,159.23076923076923,90.0
멍청이,엘리시움,엔젤릭버스터,294,18.882,2020-03-18T00:00+09:00,94,887,1362,122927989,128049987,88.00,340.00,78.15,87.82,106,110.10,84,100,55526,165,123,307,1350,760,8676,65150,5625,5612,67617,41648,4,1488,4,4,0,0,270,146,55,5,99.00,5,6,7,5.00,0.00,96,303.00,8352,1787,228172276,10,2080.0,160.0,100.0
러네요,오로라,"아크메이지(썬,콜)",290,71.382,2017-06-23T00:00+09:00,87,898,1306,80484320,84720335,134.25,444.00,54.00,96.02,96,89.70,57,100,23617,160,123,273,1350,750,6011,5715,69172,8599,39042,72936,4,4,1468,4,0,-216,43,30,194,4,12.00,1,6,7,15.00,6.00,95,96.00,1948,6860,232551895,10,2050.0,157.69230769230768,70.0
장제스,엘리시움,데몬어벤져,291,66.241,2014-05-05T00:00+09:00,84,876,548,285000555,313187420,121.00,405.00,104.65,94.96,107,110.75,81,100,58148,160,123,405,1360,750,6101,5034,3826,3701,500000,,4,4,4,4,22026,0,69,45,92,4,77.00,2,6,7,5.00,6.00,91,251.00,9665,2565,579634418,12,2070.0,159.23076923076923,90.0
이안,베라,비숍,293,68.055,2017-11-19T00:00+09:00,84,869,1313,79531540,83717409,77.00,328.00,58.73,93.25,104,102.55,101,100,26449,160,123,284,1350,760,5268,5554,67688,8410,47118,91003,4,4,1483,4,0,-123,246,144,195,4,91.00,0,6,3,15.00,0.00,95,270.00,2303,8895,247898237,10,2080.0,160.0,100.0
동윤,스카니아,듀얼블레이더,293,6.751,2020-06-27T00:00+09:00,95,885,450,61452778,68280863,66.00,405.00,53.95,88.72,92,96.80,75,100,79286,160,123,302,1350,750,6120,9338,5372,60394,67051,32224,4,4,4,1483,550,300,245,143,57,6,107.00,5,6,7,5.00,6.00,90,256.00,7996,1891,237373596,0,2070.0,159.23076923076923,90.0
넛넛,스카니아,"아크메이지(썬,콜)",289,85.544,2013-07-05T00:00+09:00,90,893,309,174794875,183994603,116.00,440.00,54.00,95.35,100,111.45,45,100,40413,160,123,422,1350,660,9947,10317,98383,14854,38808,74771,4,4,1463,4,-361,-237,12,16,195,4,46.00,0,6,0,15.00,14.00,95,124.00,3046,11287,599563322,20,1980.0,152.30769230769232,0.0
빈털,크로아,아크,292,38.887,2021-09-14T00:00+09:00,90,883,258,99633822,109487715,78.00,387.00,56.53,90.02,121,124.00,91,100,99999,165,123,305,1370,750,68093,7753,5154,5742,56551,34029,1478,4,4,4,0,0,278,141,50,5,95.00,3,6,3,5.00,0.00,91,359.00,8252,2437,246889952,10,2060.0,158.46153846153845,80.0
Tony,크로아,제논,291,30.539,2024-04-24T00:00+09:00,95,892,113,129743684,142575475,161.00,357.00,26.50,95.10,108,133.95,84,100,85345,160,123,298,1350,750,29535,32534,9967,38424,92144,75626,330,330,4,821,0,0,287,190,50,5,107.00,4,6,0,5.00,0.00,91,458.00,8185,1877,219459411,10,2050.0,157.69230769230768,70.0
병사,엘리시움,소울마스터,291,47.701,2023-10-29T00:00+09:00,56,857,85,80068000,87986812,96.00,586.00,37.50,96.95,91,150.80,74,100,99999,160,123,268,1350,740,65150,8292,4201,3916,97869,42010,1473,4,4,4,0,0,293,189,59,4,12.00,2,6,7,5.00,6.00,91,187.00,9061,2259,287861791,0,2060.0,158.46153846153845,80.0
딛반,제니스,팬텀,291,1.033,2011-12-29T00:00+09:00,82,871,2748,245213207,269465060,149.00,615.00,88.76,97.80,90,150.15,74,100,78894,160,123,410,1350,750,11735,15381,10686,100918,57665,31424,4,4,4,1473,-476,-225,95,56,63,5,12.00,5,6,17,5.00,14.00,91,164.00,10524,2922,651594315,0,2070.0,159.23076923076923,90.0
최다롱이,엘리시움,데몬어벤져,290,91.881,2014-09-26T00:00+09:00,88,896,277,140017298,153865160,117.00,329.00,108.34,93.59,115,103.15,92,100,43356,160,123,275,1350,740,4281,3412,2141,1990,500000,,4,4,4,4,21951,0,338,227,60,4,113.00,2,6,7,5.00,0.00,91,722.00,7126,1688,225896612,10,2060.0,158.46153846153845,80.0
엔테이,루나,"아크메이지(불,독)",294,43.73,2020-11-14T00:00+09:00,88,898,5032,196011791,204178947,108.00,434.00,54.00,95.20,100,115.85,65,100,41767,160,123,422,1360,750,10727,11625,106877,15811,41936,74627,4,4,1488,4,0,0,49,30,193,4,12.00,5,6,0,15.00,14.00,96,176.00,3144,11982,655118464,10,2070.0,159.23076923076923,90.0
명탐,크로아,아델,294,53.764,2020-01-23T00:00+09:00,92,887,439,95042928,105603251,92.00,346.00,67.31,93.94,121,100.15,81,100,99999,160,123,311,1350,770,66366,8807,5473,5522,89856,27137,1488,4,4,4,0,0,247,147,55,6,107.00,5,6,7,5.00,0.00,90,258.00,9220,1935,239746016,0,2090.0,160.76923076923077,110.0
리가융,루나,팔라딘,290,48.629,2023-07-09T00:00+09:00,76,859,78,177090140,194604547,71.00,480.00,89.00,97.13,100,130.80,74,100,99999,160,123,409,1350,750,101363,13055,9312,9089,93582,25561,1468,4,4,4,0,0,58,28,55,4,12.00,0,6,0,5.00,14.00,91,275.00,10737,2667,649469745,0,2060.0,158.46153846153845,80.0
파황,크로아,듀얼블레이더,291,25.433,2020-01-23T00:00+09:00,77,864,732,130461861,144957622,66.00,531.00,53.95,93.66,87,109.10,58,100,99999,160,123,415,1350,750,11117,13539,9141,97702,66443,24677,4,4,4,1473,550,300,24,29,106,6,12.00,5,6,7,5.00,14.00,90,122.00,10502,2351,650007801,12,2060.0,158.46153846153845,80.0
사켜,스카니아,메르세데스,291,35.265,2011-08-23T00:00+09:00,58,884,488,155522063,180839605,206.00,435.00,74.69,92.04,151,115.60,67,100,54733,165,123,278,1350,750,8738,64898,5883,5977,78572,45120,4,1473,4,4,-402,-217,282,258,50,4,109.00,1,6,0,5.00,6.00,86,566.00,9698,2073,253999319,10,2060.0,158.46153846153845,80.0
이민채,루나,아델,291,71.199,2020-02-12T00:00+09:00,92,873,587,86189196,95765772,101.00,478.00,67.31,96.05,89,104.35,75,100,99999,160,123,321,1370,750,69670,8791,6377,6091,81216,32421,1473,4,4,4,0,0,145,129,62,6,12.00,5,6,17,5.00,14.00,90,223.50,7620,2010,270168209,0,2070.0,159.23076923076923,90.0
민트쵸코,스카니아,데몬슬레이어,291,29.443,2012-11-15T00:00+09:00,88,890,915,152817820,169797576,89.00,452.00,73.03,97.20,90,110.15,96,100,99999,160,123,408,1350,750,100814,11586,8233,7818,92621,,1473,4,4,4,-414,0,25,29,115,5,12.00,0,6,7,5.00,13.00,90,142.00,10430,2714,649728371,0,2070.0,159.23076923076923,90.0
기위,스카니아,아델,293,47.393,2020-02-02T00:00+09:00,91,900,874,180834213,198718914,100.00,554.00,68.60,95.89,100,122.50,59,100,99999,160,123,410,1350,760,101006,12871,9866,10005,84018,22660,1483,4,4,4,0,0,26,30,48,6,12.00,4,6,15,5.00,14.00,91,162.00,10874,2672,669530576,10,2080.0,160.0,100.0
으찌,베라,제로,296,25.53,2014-12-30T00:00+09:00,99,857,1990,211592565,235102849,64.00,547.00,58.30,97.73,90,151.50,55,100,99999,170,123,434,1350,770,108663,16340,11391,10916,89143,,1498,4,4,4,-229,0,27,32,95,4,12.00,5,6,7,5.00,14.00,90,206.50,14985,3499,1016324174,12,2090.0,160.76923076923077,110.0
물쥐,루나,호영,293,19.452,2021-10-15T00:00+09:00,91,895,1244,179296138,197028721,75.00,570.00,101.37,94.10,100,148.10,65,100,72580,160,123,406,1350,750,10123,13277,9669,95089,62566,23512,4,4,4,1483,0,0,75,29,55,6,12.00,0,6,0,5.00,14.00,91,189.00,10926,2558,647864551,42,2070.0,159.23076923076923,90.0
뽀민,크로아,다크나이트,296,48.601,2013-12-11T00:00+09:00,97,877,5434,232119786,257910871,85.00,410.00,122.75,96.16,79,140.80,50,100,99999,160,123,413,1350,760,97407,15350,11191,10924,81031,18382,1498,4,4,4,-428,-239,26,31,87,4,67.00,5,6,17,5.00,8.00,90,210.00,10372,2790,564671722,12,2080.0,160.0,100.0
꾸넛,엘리시움,아델,291,58.742,2020-12-18T00:00+09:00,96,893,313,85779726,95310804,98.00,435.00,67.31,96.06,111,96.45,74,100,99999,160,123,246,1380,750,61677,7298,4791,5461,84701,43798,1473,4,4,4,0,0,245,43,56,6,59.00,5,6,7,5.00,0.00,90,166.00,8713,1806,249388743,0,2070.0,159.23076923076923,90.0
통장잔고,유니온,비숍,291,55.856,2014-07-02T00:00+09:00,90,896,505,169353360,178266692,82.00,376.00,261.75,93.62,119,107.10,80,100,21969,160,123,282,1360,760,4517,4397,66878,7624,65709,96096,4,4,1473,4,0,-260,276,146,199,4,99.00,0,6,0,15.00,0.00,95,328.00,2448,8201,227905702,0,2080.0,160.0,100.0
쑈다,크로아,나이트로드,290,44.583,2016-06-22T00:00+09:00,91,898,453,99370234,116906156,75.00,449.00,61.77,91.10,119,110.80,65,100,51827,160,123,301,1380,750,4763,6869,4947,75029,69434,30933,4,4,4,1468,0,-188,178,110,55,6,67.00,0,6,7,5.00,6.00,85,108.00,7687,2016,313959875,20,2050.0,157.69230769230768,70.0
코쓰,크로아,듀얼블레이더,290,57.259,2016-09-08T00:00+09:00,71,883,246,96755267,106324468,75.00,427.00,117.07,83.97,110,105.90,59,100,73243,170,123,297,1350,730,5892,7932,4604,61898,53047,38580,4,4,4,1468,350,-202,267,141,101,6,102.00,7,6,7,5.00,0.00,91,283.00,8236,1822,262118190,0,2050.0,157.69230769230768,70.0
캬롱,크로아,나이트로드,293,26.174,2015-06-27T00:00+09:00,84,897,1041,97364288,113214287,100.00,382.00,61.77,84.12,141,120.75,74,100,50019,160,123,275,1350,750,5380,8565,4167,65213,57660,35682,4,4,4,1483,-454,-224,269,145,72,6,143.00,0,6,7,5.00,0.00,86,500.50,7422,1776,225299008,10,2070.0,159.23076923076923,90.0
태윤,크로아,듀얼블레이더,290,90.095,2015-06-07T00:00+09:00,80,872,5268,97109591,106713835,89.00,476.00,53.95,91.86,100,112.05,57,100,99999,160,123,338,1350,750,8267,10766,6812,76572,50625,28380,4,4,4,1468,0,-238,186,82,109,6,12.00,5,6,7,5.00,14.00,91,175.00,8672,1843,385322249,10,2040.0,156.92307692307693,60.0
열쇠,스카니아,비숍,291,5.274,2011-08-02T00:00+09:00,72,866,1515,178330314,187716119,89.00,413.00,65.08,96.56,93,119.50,66,100,38459,160,123,438,1350,750,9231,8585,103347,12267,40592,83798,4,4,1473,4,0,9359,23,27,209,4,12.00,0,6,3,15.00,14.00,95,146.00,3310,11779,646463491,10,2050.0,157.69230769230768,70.0
손나은,스카니아,나이트로드,280,42.886,2019-07-04T00:00+09:00,61,894,2726,176551404,207707533,63.00,523.00,61.77,94.65,90,107.65,58,100,79961,160,123,427,1360,460,12025,17030,11637,99050,48485,20247,4,4,4,1418,0,0,9,13,30,6,42.00,2,5,3,5.00,13.00,85,163.50,10893,3009,646126729,0,1730.0,133.07692307692307,0.0
천미수,레드,캡틴,291,38.196,2015-08-08T00:00+09:00,83,890,2917,60047832,70644507,56.00,369.00,42.56,95.35,134,131.00,41,100,71508,160,123,285,1350,730,8225,62563,4151,4548,55651,38208,4,1473,4,4,-485,-479,243,128,55,5,67.00,0,6,7,5.00,0.00,85,173.00,8193,1715,245217045,12,2050.0,157.69230769230768,70.0
Face1ess,루나,히어로,291,32.303,2019-01-23T00:00+09:00,94,900,1380,172909670,192121852,71.00,349.00,247.88,95.53,114,117.85,75,100,99999,160,123,287,1350,770,64025,9260,5890,6192,91306,30146,1473,4,4,4,0,0,250,139,55,4,94.00,3,6,3,5.00,0.00,90,518.00,8452,1774,229856510,10,2080.0,160.0,100.0
주환석,베라,팔라딘,292,0.29,2013-11-26T00:00+09:00,70,883,105,84348869,93720964,64.00,388.00,54.00,95.61,98,120.50,64,100,99999,160,123,313,1350,750,78628,9874,6189,6213,122866,43062,1478,4,4,4,-219,-104,163,88,81,4,63.00,2,6,7,5.00,0.00,90,206.00,8537,2330,345398453,12,2050.0,157.69230769230768,70.0
배고픈제리33,엘리시움,듀얼블레이더,287,10.417,2021-03-04T00:00+09:00,84,875,709,825396059,907028630,301.00,579.00,173.34,95.05,113,161.45,59,100,99999,160,123,425,1350,550,8142,10622,7787,117959,49154,22517,4,4,4,1453,550,300,42,4,93,6,12.00,5,6,7,5.00,14.00,91,70.00,12975,3125,646141268,30,1870.0,143.84615384615384,0.0
채만,이노시스,팔라딘,297,5.333,2013-11-21T00:00+09:00,90,867,5265,172449405,189504838,83.00,546.00,89.00,96.98,90,123.15,69,100,99999,160,123,409,1350,770,101808,12953,10066,9406,86454,18762,1503,4,4,4,350,-252,27,31,81,4,12.00,4,6,7,5.00,14.00,91,209.00,9731,2704,644981928,10,2090.0,160.76923076923077,110.0
지나,스카니아,"아크메이지(불,독)",292,11.348,2018-02-19T00:00+09:00,91,898,1384,112415069,118331650,119.00,263.00,54.00,89.62,94,104.60,49,100,28776,160,123,352,1350,760,6647,6211,70398,9715,38020,81130,4,4,1478,4,0,0,246,144,185,4,99.00,5,6,7,15.00,0.00,95,230.00,2505,10037,267488477,10,2080.0,160.0,100.0
정수영,베라,신궁,292,52.813,2008-11-25T00:00+09:00,94,888,1458,110752013,128781408,139.00,370.00,90.90,95.12,165,146.65,77,100,62350,160,123,284,1370,760,7848,61219,5246,5271,56580,34861,4,1478,4,4,-371,-140,340,255,35,4,147.00,5,6,7,5.00,6.00,86,630.00,8273,1795,202002699,32,2080.0,160.0,100.0
캐요,엘리시움,나이트로드,290,59.306,2008-06-08T00:00+09:00,63,797,10392,167613947,197192877,66.00,626.00,61.77,96.89,94,125.95,81,100,68305,160,123,418,1370,730,7417,10765,7482,95867,49256,22363,4,4,4,1468,-488,133,23,27,66,6,12.00,0,6,7,5.00,14.00,85,166.00,10644,3013,642896246,10,2050.0,157.69230769230768,70.0
다비니,엘리시움,윈드브레이커,291,0.744,2018-09-04T00:00+09:00,64,868,436,203322000,239202351,101.00,540.00,78.05,96.88,203,126.05,81,100,84334,160,123,412,1370,750,14001,106171,9292,9236,57968,26326,4,1473,4,4,0,0,24,29,50,4,12.00,5,6,0,5.00,14.00,85,227.00,11720,3025,652569567,10,2060.0,158.46153846153845,80.0
루찌,스카니아,비숍,291,28.489,2017-02-06T00:00+09:00,90,883,1034,77612333,81697191,63.00,403.00,68.25,93.23,114,101.30,85,100,31247,160,123,311,1360,750,6831,6352,69410,10677,56805,87661,4,4,1473,4,0,-223,274,144,208,4,107.00,0,6,0,15.00,0.00,95,297.00,2601,8610,239685413,10,2060.0,158.46153846153845,80.0
포즈,엘리시움,듀얼블레이더,288,2.757,2007-08-20T00:00+09:00,72,873,4275,132142144,146824603,66.00,525.00,53.95,93.15,87,108.45,59,100,99999,160,123,425,1350,660,9869,12009,8514,91626,41884,17375,4,4,4,1458,-483,-150,12,17,73,6,12.00,5,6,7,5.00,14.00,90,32.00,11379,2350,642716040,10,1980.0,152.30769230769232,0.0
마지,루나,메카닉,292,97.299,2016-07-05T00:00+09:00,79,896,1309,161337673,189809025,118.00,567.00,56.20,97.49,69,105.80,80,100,77728,168,123,404,1350,750,13736,94751,9941,9687,66600,41697,4,1478,4,4,-2,-3,25,30,119,5,12.00,5,6,7,5.00,14.00,85,166.00,9462,2548,641633409,12,2070.0,159.23076923076923,90.0
